class_name,pageid,title,url,local_path,width,height,mime,license_short,license_url,artist,credit,attribution_required,usage_terms,download_ok
sushi,77422466,File:Shige Sushi and Izakaya - Stierch - March 2019 15.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Shige_Sushi_and_Izakaya_-_Stierch_-_March_2019_15.jpg,data/wild_images/sushi/77422466_60f608f2bb.jpg,3024,4032,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
sushi,112776105,File:Kennedy Town Genki Sushi food train 24-11-2021(1).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Kennedy_Town_Genki_Sushi_food_train_24-11-2021%281%29.jpg,data/wild_images/sushi/112776105_0566c7d95a.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
sushi,94412810,File:HK Kowloon West 奧運站 Olympic Station concourse shop Sushi Takeaway food September 2020 SS2 06.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/HK_Kowloon_West_%E5%A5%A7%E9%81%8B%E7%AB%99_Olympic_Station_concourse_shop_Sushi_Takeaway_food_September_2020_SS2_06.jpg,data/wild_images/sushi/94412810_3940a5b0f6.jpg,4128,3096,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Auyansang_Fundz_200020"" title=""User:Auyansang Fundz 200020"">Auyansang Fundz 200020</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
sushi,386384,File:Sushi bento.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Sushi_bento.jpg,data/wild_images/sushi/386384_dae8896956.jpg,458,269,image/jpeg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,,,true,Creative Commons Attribution-Share Alike 3.0,True
sushi,17630640,File:Sushi at Stockmann.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Sushi_at_Stockmann.jpg,data/wild_images/sushi/17630640_e2a05e40d1.jpg,4032,3024,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:JIP&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:JIP (page does not exist)"">JIP</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 3.0,True
sushi,158682580,File:JP 日本 Japan 沖繩 OKINAWA Ashibinaa 豐見城市 Tomigusuku shop Muten Kura Sushi 食品 food January 2025 R12S 246.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/JP_%E6%97%A5%E6%9C%AC_Japan_%E6%B2%96%E7%B9%A9_OKINAWA_Ashibinaa_%E8%B1%90%E8%A6%8B%E5%9F%8E%E5%B8%82_Tomigusuku_shop_Muten_Kura_Sushi_%E9%A3%9F%E5%93%81_food_January_2025_R12S_246.jpg,data/wild_images/sushi/158682580_62be088794.jpg,3000,4000,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Naha_Mama_Pavilionz"" title=""User:Naha Mama Pavilionz"">Naha Mama Pavilionz</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
sushi,75881578,File:Sushi Fly - December 2018 - Stierch 04.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Sushi_Fly_-_December_2018_-_Stierch_04.jpg,data/wild_images/sushi/75881578_7f4425daaf.jpg,4032,3024,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Missvain"" title=""User:Missvain"">Missvain</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
sushi,112259417,File:Sheung Wan GENKI Sushi train have food 03-11-2021.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Sheung_Wan_GENKI_Sushi_train_have_food_03-11-2021.jpg,data/wild_images/sushi/112259417_5b93e214bf.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
sushi,143000376,File:Shige Sushi and Izakaya - December 2023 - Sarah Stierch 02.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Shige_Sushi_and_Izakaya_-_December_2023_-_Sarah_Stierch_02.jpg,data/wild_images/sushi/143000376_91da44c72c.jpg,3024,4032,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Missvain,"<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
sushi,158682574,File:JP 日本 Japan 沖繩 OKINAWA Ashibinaa 豐見城市 Tomigusuku shop Muten Kura Sushi 食品 food January 2025 R12S 244.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/JP_%E6%97%A5%E6%9C%AC_Japan_%E6%B2%96%E7%B9%A9_OKINAWA_Ashibinaa_%E8%B1%90%E8%A6%8B%E5%9F%8E%E5%B8%82_Tomigusuku_shop_Muten_Kura_Sushi_%E9%A3%9F%E5%93%81_food_January_2025_R12S_244.jpg,data/wild_images/sushi/158682574_97201c9de6.jpg,3000,4000,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Naha_Mama_Pavilionz"" title=""User:Naha Mama Pavilionz"">Naha Mama Pavilionz</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
sushi,80211917,File:Sushi (3070827688).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Sushi_%283070827688%29.jpg,data/wild_images/sushi/80211917_03231925d9.jpg,1024,1280,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/54359128@N00"">Geoff Peters</a> from Vancouver, BC, Canada","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/gpeters/3070827688/"">sushi</a>",true,Creative Commons Attribution 2.0,True
sushi,178197354,"File:Sushi at Midori, Shibuya.jpg",https://upload.wikimedia.org/wikipedia/commons/5/53/Sushi_at_Midori%2C_Shibuya.jpg,data/wild_images/sushi/178197354_992170a39a.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:%E3%81%95%E3%81%88%E3%81%BC%E3%83%BC"" title=""User:さえぼー"">さえぼー</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
sushi,80211892,File:Sushi (3030910575).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Sushi_%283030910575%29.jpg,data/wild_images/sushi/80211892_2dae92d7ad.jpg,3456,2304,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/54359128@N00"">Geoff Peters</a> from Vancouver, BC, Canada","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/gpeters/3030910575/"">sushi</a>",true,Creative Commons Attribution 2.0,True
sushi,76222815,"File:Juici Sushi, Britannia Street, Leeds (23rd December 2018).jpg",https://upload.wikimedia.org/wikipedia/commons/3/30/Juici_Sushi%2C_Britannia_Street%2C_Leeds_%2823rd_December_2018%29.jpg,data/wild_images/sushi/76222815_86810d89b5.jpg,5152,3864,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Mtaylor848"" title=""User:Mtaylor848"">Mtaylor848</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
sushi,10260896,"File:Sushi dishes, Japan 2005.jpg",https://upload.wikimedia.org/wikipedia/commons/b/ba/Sushi_dishes%2C_Japan_2005.jpg,data/wild_images/sushi/10260896_d89e36ca49.jpg,640,480,image/jpeg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://flickr.com/people/26608720@N00"">Marcus Herzog</a>","originally posted to <b><a href=""//commons.wikimedia.org/wiki/Flickr"" class=""mw-redirect"" title=""Flickr"">Flickr</a></b> as <a rel=""nofollow"" class=""external text"" href=""https://flickr.com/photos/26608720@N00/141039547"">Sushi</a>",true,Creative Commons Attribution-Share Alike 2.0,True
sushi,115387548,File:Des sushi de chez Wok-Sushi en février 2022 (2).JPG,https://upload.wikimedia.org/wikipedia/commons/3/37/Des_sushi_de_chez_Wok-Sushi_en_f%C3%A9vrier_2022_%282%29.JPG,data/wild_images/sushi/115387548_8fd1412d1c.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<bdi><a href=""https://www.wikidata.org/wiki/Q42790984"" class=""extiw"" title=""d:Q42790984""><span title=""French computing engineer"">Benoît Prieur</span></a></bdi>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
sushi,158682503,File:JP 日本 Japan 沖繩 OKINAWA Ashibinaa 豐見城市 Tomigusuku shop Muten Kura Sushi 食品 food January 2025 R12S 231.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/JP_%E6%97%A5%E6%9C%AC_Japan_%E6%B2%96%E7%B9%A9_OKINAWA_Ashibinaa_%E8%B1%90%E8%A6%8B%E5%9F%8E%E5%B8%82_Tomigusuku_shop_Muten_Kura_Sushi_%E9%A3%9F%E5%93%81_food_January_2025_R12S_231.jpg,data/wild_images/sushi/158682503_6764a62407.jpg,4000,3000,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Naha_Mama_Pavilionz"" title=""User:Naha Mama Pavilionz"">Naha Mama Pavilionz</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
ramen,124677996,File:Veggie Miso Ramen and Tokyo Tonkotsu by Goemon Ramen Bar.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Veggie_Miso_Ramen_and_Tokyo_Tonkotsu_by_Goemon_Ramen_Bar.jpg,data/wild_images/ramen/124677996_0cf675c282.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Onthewings"" title=""User:Onthewings"">Andy Li</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
ramen,168925949,File:Beef Ramen in Moscow.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Beef_Ramen_in_Moscow.jpg,data/wild_images/ramen/168925949_3a33e60982.jpg,4000,2252,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q118109391"" class=""extiw"" title=""d:Q118109391""><span title=""Movie director, writer, art person."">Sergey A. Demidov</span></a></bdi>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
ramen,22922771,File:Ichiran Ramen.JPG,https://upload.wikimedia.org/wikipedia/commons/8/84/Ichiran_Ramen.JPG,data/wild_images/ramen/22922771_ee50892c16.jpg,3008,2000,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,User: (WT-shared) Jpatokal at  wts wikivoyage,"<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,73422283,File:2018 ramen (43257030220).jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/2018_ramen_%2843257030220%29.jpg,data/wild_images/ramen/73422283_6f225fe9aa.jpg,4032,3024,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/7793272@N08"">Gordon Cheung</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/gordoncheungkw/43257030220/"">20180706_024328</a>",true,Creative Commons Attribution 2.0,True
ramen,146323284,File:Ramen bowl.webp,https://upload.wikimedia.org/wikipedia/commons/5/54/Ramen_bowl.webp,data/wild_images/ramen/146323284_87111fc39c.webp,1200,900,image/webp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Foodfusionfrenzy&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Foodfusionfrenzy (page does not exist)"">Foodfusionfrenzy</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,128551568,"File:Baniku Ramen, Marukyu, Nagai, Yamagata, Japan, February 2023.jpg",https://upload.wikimedia.org/wikipedia/commons/4/47/Baniku_Ramen%2C_Marukyu%2C_Nagai%2C_Yamagata%2C_Japan%2C_February_2023.jpg,data/wild_images/ramen/128551568_871844e3db.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Tail_furry"" title=""User:Tail furry"">Tail furry</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,136651405,File:Mong Ha Tunjiang Ramen food and drinks 30-08-2023(4).jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Mong_Ha_Tunjiang_Ramen_food_and_drinks_30-08-2023%284%29.jpg,data/wild_images/ramen/136651405_0f0d81dc10.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,124888970,File:Ajisen Ramen food and drinks 21-05-2019.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Ajisen_Ramen_food_and_drinks_21-05-2019.jpg,data/wild_images/ramen/124888970_558e9a8b37.jpg,920,692,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,100484968,File:Tomato ramen with beef 20200906.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Tomato_ramen_with_beef_20200906.jpg,data/wild_images/ramen/100484968_56d6c7275f.jpg,4000,2250,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Ecliptics&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Ecliptics (page does not exist)"">Ecliptics</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,67662690,File:Original Ramen.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Original_Ramen.jpg,data/wild_images/ramen/67662690_98940a7f44.jpg,3264,2448,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Kgw1226"" title=""User:Kgw1226"">Kgw1226</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,37142221,File:Momofuku Ando Instant Ramen Museum (11369666834).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Momofuku_Ando_Instant_Ramen_Museum_%2811369666834%29.jpg,data/wild_images/ramen/37142221_366758d04c.jpg,2848,4288,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/40135642@N00"">chee.hong</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/chleong/11369666834/"">Momofuku Ando Instant Ramen Museum</a>",true,Creative Commons Attribution 2.0,True
ramen,179734052,File:Miso ramen (M) - Goemon Ramen Bar 2025-12-10.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Miso_ramen_%28M%29_-_Goemon_Ramen_Bar_2025-12-10.jpg,data/wild_images/ramen/179734052_c702e6fc0e.jpg,8160,6144,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Onthewings"" title=""User:Onthewings"">Andy Li</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
ramen,141235290,"File:Japan, show window of ramen shop.jpg",https://upload.wikimedia.org/wikipedia/commons/7/70/Japan%2C_show_window_of_ramen_shop.jpg,data/wild_images/ramen/141235290_3a58462c1e.jpg,4976,3384,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Marie-Sophie Mejan,Self-scanned,true,Creative Commons Attribution 4.0,True
ramen,35200726,File:Ramen Jump 001.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Ramen_Jump_001.jpg,data/wild_images/ramen/35200726_7647eb382f.jpg,4288,2848,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Ocdp"" title=""User:Ocdp"">Ocdp</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
ramen,134407544,File:Avenida de D. João IV Tunjiang Ramen food 14-07-2023.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Avenida_de_D._Jo%C3%A3o_IV_Tunjiang_Ramen_food_14-07-2023.jpg,data/wild_images/ramen/134407544_d90b9b5aa1.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,168630462,"File:Sabadashi Ramen, Ishinomaki, Miyagi, 2024.jpg",https://upload.wikimedia.org/wikipedia/commons/9/91/Sabadashi_Ramen%2C_Ishinomaki%2C_Miyagi%2C_2024.jpg,data/wild_images/ramen/168630462_17dfbece99.jpg,5414,4197,image/jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"<a href=""//commons.wikimedia.org/wiki/User:%E7%9F%B3%E5%B7%BB%E6%95%8E%E7%A5%96"" title=""User:石巻敎祖"">石巻敎祖</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution 4.0,True
ramen,124888967,File:Ajisen Ramen food and drinks 20-05-2019.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Ajisen_Ramen_food_and_drinks_20-05-2019.jpg,data/wild_images/ramen/124888967_abbb1cd048.jpg,924,692,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:LN9267"" title=""User:LN9267"">LN9267</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,155147449,File:Ramen in Hyderabad.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Ramen_in_Hyderabad.jpg,data/wild_images/ramen/155147449_626852e897.jpg,3072,3072,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ranjithraj"" title=""User:Ranjithraj"">Ranjithraj</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,76714294,File:Ramen Nagi Truffle King 1 2019-02-19.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Ramen_Nagi_Truffle_King_1_2019-02-19.jpg,data/wild_images/ramen/76714294_84059ca0df.jpg,3024,4032,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User_talk:Fastily"" title=""User talk:Fastily""><span style=""font-family:'Trebuchet MS';color:Indigo;font-weight:bold;""><span style=""font-size:120%;"">F</span><span style=""font-size:90%;"">ASTILY</span></span></a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,109894763,File:KEIKA ramen at Shinjuku 桂花ラーメン 新宿 20210909.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/KEIKA_ramen_at_Shinjuku_%E6%A1%82%E8%8A%B1%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3_%E6%96%B0%E5%AE%BF_20210909.jpg,data/wild_images/ramen/109894763_977b2771a5.jpg,1963,1462,image/jpeg,Public domain,,"<a href=""//commons.wikimedia.org/w/index.php?title=User:%E3%82%A6%E3%82%A3%E3%82%AD%E5%A4%AA%E9%83%8E&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ウィキ太郎 (page does not exist)"">ウィキ太郎(WikiTaro)</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,Public domain,True
ramen,142101532,"File:Karaage Ramen, Taisho Ramen, Akiha-ku, Niigata, Niigata, Japan, February 2018.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d5/Karaage_Ramen%2C_Taisho_Ramen%2C_Akiha-ku%2C_Niigata%2C_Niigata%2C_Japan%2C_February_2018.jpg,data/wild_images/ramen/142101532_e4e917d6db.jpg,3264,2448,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Tail_furry"" title=""User:Tail furry"">Tail furry</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,91949841,File:Tokyo ramen - Flickr - Zanpei.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/Tokyo_ramen_-_Flickr_-_Zanpei.jpg,data/wild_images/ramen/91949841_fe2607c646.jpg,1280,960,image/jpeg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/20448026@N00"">Zanpei</a>","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/quimix/166432562/"">Tokyo ramen</a>",true,Creative Commons Attribution 2.0,True
ramen,80943700,File:Hakata ramen bowl closeup second shot.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Hakata_ramen_bowl_closeup_second_shot.jpg,data/wild_images/ramen/80943700_a3cab1b734.jpg,3024,4032,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ominae"" title=""User:Ominae"">Ominae</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,110759572,File:Ramen con tamago y buta.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Ramen_con_tamago_y_buta.jpg,data/wild_images/ramen/110759572_f1bf87eb70.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:DanQuinter07&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:DanQuinter07 (page does not exist)"">DanQuinter07</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,95966309,File:Ramen by Yoshimuraya.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ea/Ramen_by_Yoshimuraya.jpg,data/wild_images/ramen/95966309_0e0b75c401.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Totti"" title=""User:Totti"">Totti</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,28233123,File:Ichiran Ramen normal type.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Ichiran_Ramen_normal_type.jpg,data/wild_images/ramen/28233123_918fdb8afc.jpg,2816,2112,image/jpeg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"<a href=""//commons.wikimedia.org/wiki/User:Nissy-KITAQ"" title=""User:Nissy-KITAQ"">Nissy-KITAQ</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 3.0,True
ramen,121463902,File:Ramen Kokugi-kan.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ramen_Kokugi-kan.jpg,data/wild_images/ramen/121463902_024e508f72.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Syced"" title=""User:Syced"">Syced</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
ramen,80943698,File:Hakata Ramen preparation at Yatai Keiji.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Hakata_Ramen_preparation_at_Yatai_Keiji.jpg,data/wild_images/ramen/80943698_ca96d76965.jpg,4032,3024,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Ominae"" title=""User:Ominae"">Ominae</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,106073942,File:Ichiran Ramen at Causeway Bay (20181030141222).jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Ichiran_Ramen_at_Causeway_Bay_%2820181030141222%29.jpg,data/wild_images/ramen/106073942_ad0f5d8295.jpg,3954,2636,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:N509FZ"" title=""User:N509FZ"">N509FZ</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
ramen,126310091,File:Soy Milk Ramen and Tonkotsu Miso Ramen by Goemon Ramen Bar.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Soy_Milk_Ramen_and_Tonkotsu_Miso_Ramen_by_Goemon_Ramen_Bar.jpg,data/wild_images/ramen/126310091_91c6a508b1.jpg,4032,3024,image/jpeg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"<a href=""//commons.wikimedia.org/wiki/User:Onthewings"" title=""User:Onthewings"">Andy Li</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",false,"Creative Commons Zero, Public Domain Dedication",True
paella,31895262,File:Circulon.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Circulon.jpg,data/wild_images/paella/31895262_225e525c02.jpg,3044,3044,image/jpeg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"<a href=""//commons.wikimedia.org/wiki/User:Colin"" title=""User:Colin"">Colin</a>","<span class=""int-own-work"" lang=""en"">Own work</span>",true,Creative Commons Attribution-Share Alike 4.0,True
